;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
4114;255380;I. Soro;Ismaila Soro;23;173;76;Côte d'Ivoire;71;77;6;1833;395;CDM;CDM;Celtic;2700000;24000;5400000;SUB;2024.0;12.0;2020;False;Fora;;;Direito;Média;Alta;71;52;62;68;68;74;48;48;51;70;50;66;46;49;68;68;73;69;75;65;86;63;87;72;72;55;76;72;45;64;50;60;68;70;69;10;5;6;9;8
4530;235125;J. Esquivel;Joaquín Esquivel;23;179;74;Mexico;71;77;6;1784;387;CDM,CM;CDM;FC Juárez;2700000;6000;5100000;CM;2022.0;16.0;2019;False;Fora;;;Direito;Média;Alta;69;51;60;63;70;74;39;42;70;72;33;59;59;35;66;67;71;68;68;68;66;68;74;81;75;63;63;72;49;64;44;76;72;67;67;9;6;8;11;8
3787;238392;E. Owusu;Elisha Owusu;23;182;72;France;72;77;5;1846;397;CDM,CM;CDM;KAA Gent;3200000;13000;5000000;SUB;2023.0;6.0;2019;False;Fora;;;Direito;Média;Média;68;53;64;71;69;72;55;44;48;73;56;70;56;45;68;73;67;68;68;69;69;66;68;77;70;56;73;75;58;63;53;69;70;70;70;12;10;5;12;9
3729;223756;M. Schulz;Marvin Schulz;26;186;80;Germany;72;77;5;1968;416;CDM,CB,CM;CDM;FC Luzern;3100000;11000;4900000;CDM;2022.0;15.0;2017;False;Fora;;;Direito;Alta;Média;66;69;65;71;71;74;56;68;71;70;60;69;59;60;68;75;62;70;68;68;68;69;69;76;76;74;69;67;69;65;67;68;69;75;68;13;11;13;13;13
3350;245209;M. Sadílek;Michal Sadílek;22;169;65;Czech Republic;72;77;5;1970;413;CDM,LB;CDM;FC Twente;3300000;10000;0;CDM;2022.0;23.0;2016;True;Fora;;;Esquerdo;Média;Alta;72;60;68;70;69;74;63;55;59;75;50;66;67;65;67;72;75;70;75;68;84;65;78;81;69;66;78;72;60;63;61;64;69;69;68;7;15;9;14;15
3432;241406;J. Intriago;Jefferson Intriago;25;172;70;Ecuador;72;77;5;1893;404;CDM,CM;CDM;FC Juárez;3100000;8000;5500000;CM;2024.0;35.0;2021;False;Fora;;;Direito;Média;Média;72;46;69;73;67;77;67;30;64;73;31;73;63;58;70;73;72;72;72;70;71;65;70;89;73;59;73;68;65;65;63;69;67;68;67;5;12;9;7;9
3868;250881;Sergio Ruiz;Sergio Ruiz Alonso;26;177;75;Spain;71;76;5;1806;396;CDM,CM,CAM;CDM;UD Las Palmas;2500000;6000;4200000;CDM;2023.0;3.0;2020;False;Fora;;;Direito;Alta;Média;63;62;65;68;66;72;59;65;46;73;30;66;38;43;67;71;65;62;61;66;82;65;64;85;68;67;69;67;62;67;38;71;69;69;67;10;13;13;10;9
3886;262411;Miguel Crespo;Miguel Crespo da Silva;24;183;78;Portugal;71;76;5;1985;420;CM;CDM;Fenerbahçe SK;2800000;24000;5500000;RES;2024.0;27.0;2021;False;Fora;;;Direito;Alta;Alta;67;64;70;72;68;79;66;60;62;73;58;73;73;63;70;70;69;66;74;69;65;73;67;81;77;65;83;70;68;70;66;74;61;74;69;11;8;8;15;8
3495;229155;T. Ouwejan;Thomas Ouwejan;24;183;76;Netherlands;72;76;4;1903;406;LB,CM,LM;CDM;FC Schalke 04;3100000;7000;0;LWB;2022.0;2.0;2015;True;Fora;;;Esquerdo;Alta;Média;71;53;70;71;68;73;70;46;63;75;48;71;67;64;69;71;69;72;70;71;72;66;66;79;73;60;69;73;64;64;39;69;68;69;64;7;12;13;7;12
3959;219452;J. Fernández;Julián Fernández;26;180;78;Argentina;71;76;5;1818;394;CDM,CM;CDM;Newell's Old Boys;2500000;9000;3900000;SUB;2022.0;20.0;2019;False;Fora;;;Direito;Média;Alta;67;54;61;67;69;76;51;52;64;72;36;64;41;43;62;72;66;67;70;70;66;61;70;83;74;56;73;67;60;62;52;68;70;72;64;10;15;12;9;12
3850;238072;E. Löwen;Eduard Löwen;24;188;91;Germany;71;76;5;1887;405;CM,CAM,CDM;CDM;VfL Bochum 1848;2800000;22000;0;SUB;2022.0;38.0;2019;True;Fora;;;Direito;Média;Alta;53;62;68;67;70;85;58;52;70;73;47;70;64;73;66;72;51;54;38;74;60;88;62;84;89;69;82;66;63;72;36;63;71;73;65;5;10;5;12;13
4148;226773;P. Diop;Pape Cheikh Diop;23;180;68;Senegal;71;76;5;1860;407;CDM,CM;CDM;Olympique Lyonnais;2600000;26000;5100000;RES;2022.0;24.0;2017;False;Fora;;;Direito;Média;Média;75;57;66;68;65;76;53;53;47;76;34;67;52;42;73;67;76;74;81;67;65;72;74;82;74;58;75;69;61;64;53;68;65;70;60;12;11;10;10;13
4162;228517;A. Rinomhota;Andy Rinomhota;24;175;72;England;71;76;5;1911;421;CDM,CM,RM;CDM;Reading;2600000;14000;5100000;SUB;2022.0;8.0;2015;False;Fora;;;Direito;Média;Alta;82;54;59;71;72;83;55;53;66;65;57;71;57;35;59;66;80;84;78;71;80;57;72;91;81;53;79;71;55;58;45;66;71;74;72;13;8;12;13;9
3348;234457;O. Etebo;Oghenekaro Etebo;25;176;70;Nigeria;72;76;4;2082;438;CM,CDM;CDM;Watford;3200000;20000;0;CDM;2022.0;4.0;2018;True;Fora;;;Direito;Alta;Alta;77;65;68;76;71;81;61;59;68;72;66;74;62;66;70;76;79;76;84;73;77;80;85;87;77;62;80;68;65;67;69;68;72;73;72;10;12;13;12;15
4246;232526;E. Cobbaut;Elias Cobbaut;23;188;83;Belgium;71;76;5;1789;388;CB,LB;CDM;Parma;2600000;15000;4900000;CB;2023.0;25.0;2018;False;Fora;;;Esquerdo;Média;Média;67;41;67;67;70;76;73;26;70;73;42;67;62;34;71;71;61;71;58;68;54;62;70;71;81;46;71;75;65;58;42;70;67;71;66;10;12;7;7;7
3435;240095;L. Štulac;Leo Štulac;26;175;70;Slovenia;72;76;4;1942;405;CDM,CM;CDM;Empoli;2900000;29000;5400000;CM;2023.0;5.0;2019;False;Fora;;;Direito;Média;Média;70;61;68;67;69;70;60;52;55;73;67;62;67;66;70;73;69;71;74;66;73;70;64;75;69;72;67;72;70;68;50;66;68;72;69;13;5;12;13;15
3510;232882;K. Misao;Kento Misao;25;181;73;Japan;72;76;4;1819;398;CDM,CM;CDM;Kashima Antlers;3000000;7000;4099999;RES;2023.0;20.0;2016;False;Fora;;;Direito;Média;Alta;75;44;66;71;69;73;64;40;57;71;40;71;58;44;69;73;71;78;67;70;63;62;74;77;71;36;75;68;51;62;42;69;69;72;70;14;6;13;10;11
3883;215556;E. Fernandes;Edimilson Fernandes;25;187;77;Switzerland;71;75;4;1885;410;CM,CDM;CDM;DSC Arminia Bielefeld;2600000;15000;0;SUB;2022.0;22.0;2019;True;Fora;;;Direito;Média;Média;67;65;67;72;70;69;57;60;45;77;56;73;57;51;74;76;68;66;66;64;60;78;56;74;72;72;60;78;56;62;55;63;72;70;70;12;7;13;15;13
