;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
536;220673;R. Tapia;Renato Tapia;25;185;80;Peru;79;83;4;2095;445;CDM,CM;CB;RC Celta;22000000;25000;47900000;CDM;2024.0;14.0;2020;False;Fora;;;Direito;Média;Alta;69;69;72;74;79;82;65;66;74;77;64;74;65;54;76;75;70;68;66;73;76;78;76;84;82;66;79;77;68;72;68;72;74;87;81;16;14;7;15;8
2392;241103;Z. Vanheusden;Zinho Vanheusden;21;187;78;Belgium;74;82;8;1771;383;CB;CB;Genoa;9000000;43000;0;RES;2022.0;3.0;2021;True;Fora;;;Direito;Média;Média;60;45;63;66;75;74;54;42;72;72;29;64;54;34;70;69;59;60;65;72;59;58;70;71;77;37;69;74;47;59;62;74;75;76;77;11;9;9;9;6
2164;231207;J. Lucumí;Jhon Lucumí;23;187;84;Colombia;74;82;8;1659;370;CB;CB;KRC Genk;8500000;12000;14500000;SUB;2023.0;33.0;2018;False;Fora;;;Esquerdo;Média;Alta;68;28;59;62;73;80;63;23;71;72;23;58;32;31;73;68;67;69;63;72;60;38;72;76;85;28;73;74;33;36;36;71;72;75;74;6;11;10;8;7
2138;255106;L. Badé;Loïc Badé;21;191;89;France;74;82;8;1576;356;CB;CB;Stade Rennais FC;9000000;24000;18900000;CB;2026.0;5.0;2021;False;Fora;;;Direito;Média;Alta;60;29;54;61;75;77;31;25;72;70;24;58;35;23;59;71;58;62;52;65;45;42;75;68;84;25;70;75;33;57;33;73;75;77;71;7;6;14;7;7
2070;252339;Tiago Djaló;Tiago Emanuel Embaló Djaló;21;190;82;Portugal;74;82;8;1765;399;CB;CB;LOSC Lille;9000000;19000;18900000;SUB;2024.0;3.0;2019;False;Fora;;;Direito;Média;Alta;83;42;60;63;74;77;54;36;68;69;35;61;49;32;65;66;81;84;69;72;49;57;69;65;84;38;74;75;48;56;47;69;74;76;72;9;9;9;7;6
3977;237630;A. Pascanu;Alexandru Pascanu;22;187;80;Romania;71;82;11;1681;369;CB;CB;SD Ponferradina;3900000;9000;0;SUB;2022.0;4.0;2019;True;Fora;;;Direito;Média;Alta;71;39;49;60;71;79;53;38;69;56;34;54;37;34;46;64;70;72;73;68;55;43;73;78;82;36;75;71;45;43;41;59;70;73;68;7;13;13;12;15
667;225711;A. Diallo;Abdou Diallo;25;187;79;Senegal;78;82;4;1903;415;CB,LB;CB;Paris Saint-Germain;17500000;62000;33700000;RES;2024.0;22.0;2019;False;Fora;;;Esquerdo;Média;Média;74;39;71;76;78;77;69;38;78;78;39;75;58;32;76;78;72;76;73;77;71;51;84;74;77;24;77;78;61;69;41;81;77;78;81;12;7;7;7;8
2681;242000;K. Mavropanos;Konstantinos Mavropanos;23;194;89;Greece;73;82;9;1582;359;CB,RB;CB;VfB Stuttgart;6500000;42000;0;CB;2022.0;5.0;2018;True;Greece;CB;22.0;Direito;Baixa;Alta;77;33;49;48;74;78;45;30;70;60;30;43;32;37;51;54;69;83;52;68;36;45;66;63;86;26;80;75;30;37;42;55;72;76;73;12;11;11;10;7
2682;246352;Hugo Guillamón;Hugo Guillamón Sammartín;21;178;62;Spain;73;82;9;1735;363;CB,CDM,CM;CB;Valencia CF;6500000;17000;15000000;SUB;2023.0;6.0;2018;False;Fora;;;Direito;Baixa;Média;61;36;63;60;75;68;49;29;73;76;35;53;48;33;70;70;63;59;57;72;67;49;76;69;66;35;70;74;30;62;62;58;76;75;74;13;11;13;13;13
4230;243530;Mujaid;Mujaid Sadick Aliu;21;183;81;Spain;71;82;11;1551;348;CB,RB;CB;KRC Genk;3900000;7000;6600000;SUB;2025.0;3.0;2021;False;Fora;;;Direito;Média;Média;73;26;49;55;71;74;57;21;63;64;22;48;23;23;42;60;75;72;65;69;63;41;64;75;76;22;71;73;32;32;34;52;70;72;77;7;7;11;11;9
2713;236524;A. Ahmedhodžić;Anel Ahmedhodžić;22;192;84;Bosnia and Herzegovina;73;82;9;1702;376;CB;CB;Malmö FF;6500000;6000;9800000;CB;2023.0;15.0;2019;False;Fora;;;Direito;Média;Média;77;32;59;62;71;75;45;19;72;71;25;59;44;34;64;65;70;82;69;73;52;57;71;72;78;32;74;76;27;60;51;77;68;69;78;7;10;8;11;9
4155;237522;Jorge Cuenca;Jorge Cuenca Barreno;21;190;75;Spain;71;82;11;1591;337;CB;CB;Getafe CF;3900000;12000;0;SUB;2022.0;15.0;2020;True;Fora;;;Esquerdo;Média;Média;59;35;56;48;72;67;42;27;74;70;31;34;29;26;63;62;55;63;57;72;63;55;74;62;67;36;71;74;21;53;44;57;70;72;71;10;12;5;14;12
4119;248484;N. Collins;Nathan Collins;20;193;81;Republic of Ireland;71;82;11;1524;346;CB,RB;CB;Burnley;3800000;14000;8000000;SUB;2025.0;22.0;2021;False;Fora;;;Direito;Média;Alta;65;26;53;56;71;75;50;24;69;65;22;56;25;25;63;61;62;68;41;65;50;36;72;73;78;19;71;71;24;39;35;63;70;73;70;9;10;6;13;9
4092;233885;E. Cömert;Eray Cömert;23;183;80;Switzerland;71;82;11;1725;377;CB;CB;FC Basel 1893;3900000;8000;6600000;CB;2022.0;4.0;2016;False;Fora;;;Direito;Média;Média;78;44;54;55;70;76;36;23;67;69;36;41;40;54;59;68;74;81;70;67;67;76;85;73;80;64;69;68;33;43;35;60;70;72;73;6;8;5;7;6
3046;245703;I. Diveev;Igor Diveev;21;193;85;Russia;73;82;9;1626;357;CB;CB;PFC CSKA Moscow;6500000;21000;11700000;CB;2024.0;78.0;2019;False;Russia;SUB;2.0;Direito;Média;Alta;63;34;58;57;75;70;34;27;72;73;30;56;32;57;73;63;62;63;42;69;41;53;71;63;77;29;62;75;36;52;35;69;75;76;74;14;14;9;11;6
1039;232144;F. Uduokhai;Felix Uduokhai;23;193;89;Germany;77;82;5;1684;371;CB;CB;FC Augsburg;14500000;21000;27200000;CB;2024.0;19.0;2020;False;Fora;;;Esquerdo;Média;Média;67;39;54;59;80;72;35;33;79;71;18;49;34;31;59;69;66;68;67;79;63;62;68;63;78;35;68;77;35;49;38;72;79;82;80;6;10;10;9;14
3670;258370;Bruno Fuchs;Bruno de Lara Fuchs;22;190;85;Brazil;72;82;10;1799;402;CB;CB;PFC CSKA Moscow;4900000;23000;8800000;RES;2025.0;3.0;2020;False;Fora;;;Direito;Média;Alta;70;56;64;67;73;72;55;53;68;72;33;66;34;28;74;68;66;74;62;73;72;67;60;71;75;65;71;72;45;70;42;73;75;73;69;11;9;12;6;8
2866;235658;V. Nelsson;Victor Nelsson;22;185;78;Denmark;73;82;9;1790;389;CB;CB;Galatasaray SK;6500000;32000;14300000;CB;2026.0;25.0;2021;False;Fora;;;Direito;Baixa;Alta;68;42;62;64;72;81;51;36;73;71;37;60;52;38;69;68;66;69;63;67;71;60;81;83;85;41;69;71;47;59;37;67;72;73;72;10;6;12;7;14
1986;222104;T. Adarabioyo;Tosin Adarabioyo;23;196;78;England;74;82;8;1606;359;CB;CB;Fulham;8500000;35000;17900000;CB;2023.0;16.0;2020;False;Fora;;;Direito;Baixa;Média;67;31;55;56;75;75;38;30;71;73;25;48;30;22;68;66;62;71;58;71;53;36;75;70;80;28;70;73;28;46;35;76;75;77;74;14;11;11;8;9
2039;242835;L. Balerdi;Leonardo Balerdi;22;187;76;Argentina;74;82;8;1709;378;CB;CB;Olympique de Marseille;9000000;24000;18900000;CB;2024.0;5.0;2021;False;Fora;;;Direito;Média;Média;71;36;57;64;75;75;42;29;77;75;29;60;39;30;70;69;67;74;66;68;57;55;74;69;78;31;74;72;33;43;47;64;74;77;72;6;8;15;15;14
842;234835;Domingos Duarte;Domingos Sousa Menezes Duarte;26;190;78;Portugal;78;82;4;1645;360;CB;CB;Granada CF;17500000;24000;38100000;CB;2023.0;22.0;2019;False;Portugal;SUB;14.0;Direito;Média;Média;56;35;58;53;80;78;54;30;80;78;27;48;27;27;56;64;55;56;36;79;43;50;60;74;81;31;82;80;40;44;45;64;78;81;80;9;9;14;14;13
923;229942;A. Disasi;Axel Disasi;23;190;86;France;77;82;5;1566;349;CB;CB;AS Monaco;14500000;37000;28600000;SUB;2025.0;6.0;2020;False;Fora;;;Direito;Média;Alta;52;28;53;56;77;83;25;20;76;71;36;56;34;27;68;64;51;53;34;73;35;54;72;70;92;17;77;76;23;51;36;70;78;79;73;12;8;11;8;6
3596;258781;I. Zabarnyi;Illia Zabarnyi;18;186;81;Ukraine;72;82;10;1647;352;CB;CB;Dynamo Kyiv;4600000;500;11000000;CB;2025.0;25.0;2019;False;Ukraine;CB;3.0;Direito;Média;Média;66;36;54;50;74;72;56;33;73;69;29;38;34;38;57;59;63;68;66;72;68;45;77;74;75;34;59;74;35;31;40;65;75;74;72;14;11;10;11;13
1848;219087;S. Vegas;Sebastián Vegas;24;180;75;Chile;75;82;7;1898;412;CB,LB;CB;Monterrey;10500000;33000;18900000;CB;2026.0;20.0;2021;False;Fora;;;Esquerdo;Média;Alta;73;55;63;67;74;80;64;48;72;69;50;67;54;28;66;68;70;75;71;68;60;69;88;78;81;57;80;72;65;58;51;70;75;75;74;7;10;10;9;9
1362;242663;S. Bornauw;Sebastiaan Bornauw;22;191;83;Belgium;76;82;6;1777;396;CB;CB;VfL Wolfsburg;11000000;40000;20900000;SUB;2026.0;3.0;2021;False;Fora;;;Direito;Média;Média;72;45;60;65;78;76;57;44;80;65;26;64;41;42;71;67;69;74;61;74;55;61;67;67;79;40;81;75;48;54;34;68;79;76;80;6;7;7;11;15
737;213331;J. Tah;Jonathan Tah;25;195;98;Germany;78;82;4;1615;365;CB;CB;Bayer 04 Leverkusen;17500000;43000;31100000;CB;2023.0;4.0;2015;False;Fora;;;Direito;Média;Média;67;27;55;56;79;81;35;20;79;70;24;52;30;27;63;64;63;71;48;75;38;44;70;64;92;25;77;76;27;56;38;74;80;82;76;11;8;7;9;14
1333;239580;Bremer;Gleison Bremer Silva Nascimento;24;188;82;Brazil;76;82;6;1637;363;CB;CB;Torino;11000000;31000;20900000;CB;2023.0;3.0;2018;False;Fora;;;Direito;Média;Média;64;35;51;62;77;74;34;35;76;66;33;60;28;20;64;63;67;61;61;71;63;49;77;55;81;21;78;78;28;44;43;64;75;80;74;13;15;13;5;6
1611;232132;Joaquín;Joaquín Fernández Moreno;25;190;72;Spain;75;82;7;1776;386;CB,CDM;CB;Real Valladolid CF;10000000;10000;18000000;CB;2023.0;24.0;2018;False;Fora;;;Direito;Média;Alta;65;48;61;59;75;78;46;44;74;71;39;58;46;49;61;65;64;66;47;75;32;59;79;70;81;46;80;77;50;65;47;72;75;76;72;9;12;13;14;14
3290;248687;B. Cabango;Ben Cabango;21;188;81;Wales;72;82;10;1482;328;CB;CB;Swansea City;4900000;14000;10300000;CB;2023.0;5.0;2018;False;Fora;;;Direito;Média;Média;65;28;42;47;72;74;31;24;68;61;26;38;29;25;39;57;63;67;45;71;57;36;77;63;80;26;70;74;27;29;38;55;71;74;72;8;11;7;9;9
1015;243015;L. Romo;Luis Romo;26;182;84;Mexico;77;82;5;1939;423;CDM,CB,CM;CB;Cruz Azul;14000000;53000;24900000;CDM;2022.0;7.0;2020;False;Mexico;CM;5.0;Direito;Média;Alta;72;61;65;65;75;85;34;60;75;80;29;64;58;66;77;70;76;69;58;72;54;73;88;80;90;61;76;76;65;64;46;69;74;77;73;11;9;13;9;12
1203;220570;J. Bednarek;Jan Bednarek;25;189;77;Poland;76;82;6;1563;337;CB;CB;Southampton;10500000;42000;22100000;RES;2025.0;35.0;2017;False;Poland;CB;5.0;Direito;Média;Alta;52;22;53;55;78;77;44;19;77;65;20;50;23;26;55;59;50;54;52;77;59;25;81;71;80;23;78;81;26;52;32;62;76;78;74;11;13;16;7;9
4448;244349;J. Vásquez;Johan Vásquez;22;185;72;Mexico;71;82;11;1634;355;CB,LB;CB;Genoa;3900000;7000;0;SUB;2022.0;15.0;2020;True;Fora;;;Esquerdo;Média;Alta;66;32;57;55;73;72;62;30;73;62;28;50;40;40;60;60;63;68;51;67;64;38;65;75;73;25;66;75;40;47;45;68;71;74;72;9;12;7;12;10
1126;238744;W. McKennie;Weston McKennie;22;183;84;United States;77;82;5;2157;461;CM,RM,LM;CB;Juventus;16000000;57000;27600000;SUB;2025.0;14.0;2021;False;United States;CM;8.0;Direito;Alta;Alta;81;71;74;76;76;83;65;69;80;79;75;77;67;63;75;76;80;81;73;76;69;74;92;85;81;71;81;76;78;77;61;76;74;77;77;7;9;12;9;11
1325;227234;L. Tousart;Lucas Tousart;24;185;83;France;76;81;5;1899;402;CDM,CM;CB;Hertha BSC;10500000;31000;18600000;SUB;2025.0;29.0;2020;False;Fora;;;Direito;Média;Alta;59;54;65;65;77;82;56;42;75;76;43;64;39;45;74;67;52;65;59;71;66;79;80;85;81;60;81;78;57;60;48;68;77;78;74;11;15;16;10;15
3570;245238;Javi Sánchez;Javier Sánchez de Felipe;24;188;79;Spain;72;81;9;1572;339;CB;CB;Real Valladolid CF;4900000;7000;8800000;CB;2024.0;5.0;2020;False;Fora;;;Direito;Média;Média;62;33;51;47;72;74;32;28;70;75;18;34;27;34;58;65;56;66;36;72;60;39;78;64;81;32;70;70;29;35;67;60;73;74;69;11;15;13;8;13
1321;228386;P. Cissé;Pape Abou Cissé;25;197;90;Senegal;76;81;5;1625;361;CB;CB;Olympiacos CFP;10000000;1000;21800000;CB;2022.0;66.0;2017;False;Fora;;;Direito;Média;Alta;79;32;46;44;74;86;27;23;76;64;33;39;29;33;58;49;76;81;49;68;35;56;81;71;94;27;87;69;39;30;38;58;73;77;76;14;16;9;15;13
946;228295;R. Holding;Rob Holding;25;189;75;England;77;81;4;1711;370;CB;CB;Arsenal;13000000;62000;25700000;SUB;2024.0;16.0;2016;False;Fora;;;Direito;Baixa;Alta;57;34;60;65;79;75;52;30;72;75;27;63;33;30;61;69;55;58;54;78;61;48;81;68;78;27;75;80;40;57;38;72;78;81;80;14;11;10;14;13
973;225024;M. Holgate;Mason Holgate;24;184;75;England;77;81;4;1885;408;CB,RB;CB;Everton;13500000;56000;26700000;CB;2025.0;4.0;2015;False;Fora;;;Direito;Média;Média;73;43;69;68;78;77;69;37;76;77;40;67;53;35;76;70;70;75;67;77;64;55;78;76;75;42;81;78;52;62;40;74;78;80;77;13;12;9;8;16
1286;226229;T. Kehrer;Thilo Kehrer;24;186;76;Germany;76;81;5;1843;398;CB,RB;CB;Paris Saint-Germain;10000000;49000;19300000;RES;2023.0;24.0;2018;False;Germany;LB;4.0;Direito;Média;Média;68;44;65;66;77;78;64;37;76;73;32;65;54;38;66;67;68;68;68;69;64;65;84;74;80;40;76;76;53;59;41;69;75;78;79;9;9;14;10;12
2671;234575;Diogo Leite;Diogo Filipe Pinto Leite;22;188;73;Portugal;73;81;8;1582;347;CB;CB;SC Braga;6500000;9000;0;SUB;2022.0;4.0;2017;True;Fora;;;Esquerdo;Baixa;Alta;60;38;46;56;75;72;29;30;76;65;32;50;35;20;53;64;61;60;56;70;59;59;70;68;73;38;75;75;30;34;38;67;74;76;72;7;5;10;8;10
3415;241708;M. Sagnan;Modibo Sagnan;22;187;77;France;72;81;9;1582;350;CB;CB;CD Tondela;4900000;17000;0;CB;2022.0;5.0;2019;True;Fora;;;Esquerdo;Alta;Média;64;32;56;55;73;70;48;28;72;71;27;48;33;30;70;67;61;67;51;66;51;40;74;53;76;32;77;70;30;39;39;58;72;76;69;10;6;11;9;9
1119;234426;Marcão;Marcos Nascimento Teixeira;25;185;81;Brazil;77;81;4;1749;378;CB;CB;Galatasaray SK;13000000;46000;27000000;RES;2024.0;45.0;2019;False;Fora;;;Esquerdo;Média;Alta;64;32;57;65;76;84;35;23;68;75;34;61;56;34;67;72;65;64;63;78;57;52;90;92;81;29;82;77;25;44;56;70;79;77;74;8;8;8;10;5
3528;257204;S. Diomande;Sinaly Diomande;20;184;74;Côte d'Ivoire;72;81;9;1748;373;CB;CB;Olympique Lyonnais;4800000;25000;10100000;SUB;2025.0;2.0;2019;False;Fora;;;Direito;Média;Média;63;46;60;59;71;74;49;39;75;69;34;57;52;53;62;64;58;67;51;69;58;68;91;67;78;47;70;73;39;56;45;72;72;70;65;13;7;12;10;8
3102;258946;M. Lovato;Matteo Lovato;21;188;78;Italy;72;81;9;1585;351;CB;CB;Atalanta;4900000;20000;9300000;RES;2025.0;66.0;2021;False;Fora;;;Direito;Média;Média;68;30;51;58;74;70;40;24;68;64;31;55;38;29;54;62;65;70;56;70;49;40;72;55;78;30;67;74;30;48;45;53;75;76;73;12;10;6;6;13
2177;231485;A. Tuanzebe;Axel Tuanzebe;23;185;75;England;74;81;7;1802;393;CB;CB;Aston Villa;8000000;60000;0;SUB;2022.0;16.0;2015;True;Fora;;;Direito;Média;Média;80;36;63;68;73;73;52;26;71;75;41;66;45;37;70;70;74;84;72;74;66;53;74;67;75;34;76;73;52;61;50;77;73;75;73;5;8;5;13;12
2003;252064;L. Krejčí;Ladislav Krejčí;22;190;86;Czech Republic;74;81;7;1891;413;CDM,CB,CM;CB;Sparta Praha;8000000;800;19200000;CB;2025.0;37.0;2019;False;Fora;;;Esquerdo;Alta;Alta;67;58;64;67;73;84;51;56;75;72;51;66;55;51;67;69;65;68;60;71;65;58;61;79;85;63;91;73;66;66;50;70;71;73;73;9;5;6;14;6
1710;238370;M. Pongračić;Marin Pongračić;23;190;95;Croatia;75;81;6;1596;364;CB;CB;Borussia Dortmund;8000000;38000;0;RES;2022.0;34.0;2020;True;Fora;;;Direito;Média;Média;72;26;51;63;74;78;27;21;76;64;25;63;31;25;63;65;64;78;63;70;50;40;77;55;90;22;77;71;28;54;30;65;72;77;79;6;6;14;8;5
2482;252017;F. Daniliuc;Flavius Daniliuc;20;188;80;Austria;73;81;8;1679;370;CB;CB;OGC Nice;6000000;16000;12600000;SUB;2025.0;5.0;2020;False;Fora;;;Direito;Média;Média;60;42;61;60;73;74;51;39;77;71;33;59;51;30;68;66;53;66;48;71;50;56;63;66;81;38;71;71;49;58;31;72;73;75;69;14;11;7;6;7
2452;236947;J. Torunarigha;Jordan Torunarigha;23;191;80;Germany;73;81;8;1717;385;CB,LB;CB;Hertha BSC;6500000;25000;12400000;RES;2023.0;25.0;2016;False;Fora;;;Esquerdo;Alta;Média;74;34;63;65;75;74;56;33;78;69;26;67;34;25;73;62;73;75;62;61;64;42;75;70;78;25;68;75;50;69;42;70;73;76;75;5;7;13;5;11
2406;245211;J. Teze;Jordan Teze;21;183;68;Netherlands;74;81;7;1843;411;CB,RB;CB;PSV;8000000;10000;12800000;SUB;2024.0;3.0;2016;False;Fora;;;Direito;Média;Alta;82;48;63;67;74;77;62;44;67;70;27;66;42;41;67;66;80;83;70;72;69;60;81;79;80;50;68;74;55;60;36;69;75;76;75;12;5;14;7;10
3282;244377;T. Borevković;Toni Borevković;24;194;86;Croatia;72;81;9;1469;317;CB;CB;Vitória Guimarães;4900000;7000;11300000;CB;2026.0;4.0;2021;False;Fora;;;Direito;Média;Média;45;30;47;45;73;77;31;26;70;68;31;41;34;30;56;53;38;51;31;66;38;40;62;70;88;28;64;75;27;28;44;58;71;74;73;15;14;13;9;10
2277;234827;J. Rasmussen;Jacob Rasmussen;24;190;81;Denmark;74;81;7;1676;360;CB;CB;Vitesse;8000000;32000;0;CB;2022.0;6.0;2019;True;Fora;;;Esquerdo;Média;Alta;49;37;59;62;74;79;59;33;76;72;37;60;34;31;65;64;46;52;62;71;67;51;77;70;85;38;78;73;25;44;33;68;75;73;72;9;11;12;13;8
2267;255687;D. Zima;David Zima;20;190;80;Czech Republic;74;81;7;1711;380;CB;CB;Torino;7500000;23000;14300000;RES;2025.0;6.0;2021;False;Czech Republic;SUB;17.0;Direito;Alta;Média;74;38;54;62;76;76;36;30;67;64;33;60;51;32;61;63;74;74;65;73;58;61;64;76;80;35;70;78;27;55;44;73;80;75;75;5;12;13;10;10
3247;229266;J. Rodon;Joe Rodon;23;193;76;Wales;72;81;9;1533;338;CB;CB;Tottenham Hotspur;4900000;40000;10300000;RES;2025.0;14.0;2020;False;Wales;CB;6.0;Direito;Média;Média;58;29;49;56;74;72;34;23;67;70;34;53;25;32;60;62;54;62;47;73;55;43;66;67;77;24;65;80;23;31;40;61;72;74;71;10;13;7;11;8
3335;247182;Tuta;Lucas Silva Melo;21;185;81;Brazil;72;81;9;1758;380;CB;CB;Eintracht Frankfurt;4900000;13000;9300000;SUB;2023.0;35.0;2019;False;Fora;;;Direito;Média;Média;69;41;60;66;72;72;60;32;67;73;40;65;42;39;70;68;68;69;66;71;66;59;70;65;75;40;72;72;39;41;62;69;72;74;71;7;11;5;15;12
2125;237604;A. Franco;Alan Franco;24;183;77;Argentina;74;81;7;1665;366;CB;CB;Atlanta United;8000000;6000;13600000;CB;2025.0;6.0;2021;False;Fora;;;Direito;Média;Alta;63;34;51;64;75;79;38;28;75;68;35;63;31;35;46;65;66;60;59;73;65;50;72;80;79;28;79;75;39;45;42;72;73;79;71;6;8;12;7;13
2113;237086;Kim Min Jae;Min Jae Kim;24;190;81;Korea Republic;74;81;7;1687;377;CB;CB;Fenerbahçe SK;8000000;30000;16800000;CB;2025.0;3.0;2021;False;Fora;;;Direito;Média;Média;77;32;56;60;73;79;35;23;73;73;24;54;21;23;66;65;73;80;64;72;75;44;75;73;86;37;69;71;48;57;30;67;72;75;73;13;7;11;14;11
4384;243497;S. Walukiewicz;Sebastian Walukiewicz;21;188;85;Poland;71;81;10;1581;351;CB;CB;Cagliari;3900000;13000;7400000;SUB;2024.0;40.0;2019;False;Fora;;;Direito;Alta;Média;61;38;49;58;72;73;23;36;71;70;28;56;37;22;58;65;64;58;51;62;51;42;76;68;79;42;63;70;41;40;38;70;72;74;73;10;14;6;15;6
2074;241569;D. Martínez;David Martínez;23;182;76;Paraguay;74;81;7;1911;410;CB,LB;CB;River Plate;8000000;12000;12800000;CB;2023.0;6.0;2019;False;Fora;;;Esquerdo;Média;Média;77;50;66;65;73;79;58;38;72;71;41;63;68;60;71;66;75;78;68;72;64;80;82;75;80;49;82;74;48;64;45;74;73;74;73;8;14;11;7;7
2930;232270;T. Fosu-Mensah;Timothy Fosu-Mensah;23;185;80;Netherlands;73;80;7;1888;414;RB,CB;CB;Bayer 04 Leverkusen;6000000;28000;11400000;RES;2024.0;24.0;2021;False;Fora;;;Direito;Média;Média;77;60;64;65;72;76;64;57;69;72;55;63;60;34;63;67;75;79;72;65;62;69;74;68;78;60;79;70;59;61;48;67;72;74;74;11;8;8;7;11
3070;239356;A. Matusiwa;Azor Matusiwa;23;173;72;Netherlands;73;80;7;1822;386;CDM,CM;CB;Stade de Reims;5500000;16000;12100000;RES;2026.0;21.0;2021;False;Fora;;;Direito;Média;Alta;62;47;58;67;72;80;46;38;58;69;42;66;44;41;67;68;65;59;65;71;79;60;86;83;76;54;84;78;52;52;50;66;70;76;72;6;9;13;11;12
3946;244401;M. Camara;Mohamed Ali Camara;23;191;81;Guinea;71;80;9;1548;351;CB;CB;BSC Young Boys;3900000;9000;6600000;CB;2024.0;4.0;2018;False;Fora;;;Direito;Média;Alta;72;35;51;45;70;78;37;38;77;66;27;42;33;31;61;49;68;75;47;55;44;37;79;68;85;26;72;67;36;43;36;55;65;73;72;5;14;7;5;8
3777;230672;Lyanco;Lyanco Neves Vojnovic;24;187;83;Brazil;72;80;8;1585;352;CB;CB;Southampton;4900000;27000;10300000;RES;2025.0;31.0;2021;False;Fora;;;Direito;Média;Alta;65;36;52;58;72;69;35;33;69;68;34;57;33;27;59;62;63;67;56;67;43;51;70;52;74;27;78;71;31;46;47;62;70;76;72;9;7;13;10;8
3220;233841;C. Cuesta;Carlos Cuesta;22;182;80;Colombia;72;80;8;1640;364;CB;CB;KRC Genk;4900000;10000;8300000;CB;2024.0;46.0;2019;False;Fora;;;Direito;Média;Alta;75;28;52;62;71;76;28;21;72;73;33;56;32;20;63;66;74;76;75;68;67;41;82;73;74;30;82;73;20;43;34;66;66;73;71;10;8;11;15;10
3608;233201;C. Mepham;Chris Mepham;23;191;75;Wales;72;80;8;1666;359;CB;CB;Bournemouth;4900000;19000;10300000;SUB;2023.0;6.0;2019;False;Wales;CB;22.0;Direito;Média;Alta;60;37;55;61;73;73;38;32;71;68;33;58;41;35;63;66;57;62;51;68;64;52;74;65;77;32;73;72;39;53;44;67;72;75;73;10;10;12;14;12
1947;228732;H. Moukoudi;Harold Moukoudi;23;191;74;Cameroon;75;80;5;1546;339;CB;CB;AS Saint-Étienne;7500000;23000;15600000;CB;2023.0;2.0;2019;False;Fora;;;Direito;Média;Média;53;32;51;48;75;80;23;27;76;70;27;40;30;29;60;61;49;56;39;72;36;45;56;71;90;27;74;74;39;50;38;70;75;77;73;12;14;12;15;9
2836;230918;T. Chalobah;Trevoh Chalobah;21;191;84;England;73;80;7;1741;388;CB,CDM,CM;CB;Chelsea;5500000;43000;11300000;RES;2023.0;14.0;2016;False;Fora;;;Direito;Baixa;Alta;65;43;63;68;72;77;53;41;69;73;34;69;48;43;68;72;62;68;56;71;59;50;61;72;82;41;73;73;47;62;42;63;69;74;74;5;5;9;9;7
2440;229528;M. Matvienko;Mykola Matvienko;25;181;76;Ukraine;73;80;7;1779;390;CB,LB;CB;Shakhtar Donetsk;5500000;750;12700000;CB;2025.0;22.0;2015;False;Ukraine;CB;22.0;Esquerdo;Média;Média;74;43;62;63;74;74;66;28;72;73;37;60;37;23;62;62;73;75;71;69;69;73;72;74;75;44;73;69;60;54;35;72;76;77;75;10;10;5;9;11
1329;244749;N. Aguerd;Nayef Aguerd;25;188;76;Morocco;76;80;4;1771;379;CB;CB;Stade Rennais FC;9500000;36000;18800000;CB;2024.0;6.0;2020;False;Fora;;;Esquerdo;Média;Média;60;45;60;61;76;77;43;38;79;73;31;56;43;41;67;68;57;62;59;74;56;62;86;78;75;46;76;76;42;57;48;65;75;78;74;7;15;9;14;6
1608;234178;L. Abram;Luis Abram;25;182;76;Peru;75;80;5;1742;377;CB,RB,LB;CB;Granada CF;7500000;19000;16300000;RES;2024.0;18.0;2021;False;Fora;;;Esquerdo;Média;Alta;65;42;58;59;75;78;43;39;78;76;35;54;55;33;58;67;63;67;58;68;58;56;89;79;76;37;79;74;45;49;35;67;73;76;72;10;9;13;6;12
1672;236804;F. Medina;Facundo Medina;22;184;77;Argentina;75;80;5;1760;390;CB;CB;Racing Club de Lens;8000000;21000;16600000;CB;2024.0;14.0;2020;False;Fora;;;Esquerdo;Média;Média;78;33;60;68;76;75;57;33;69;71;29;66;37;32;57;71;72;82;64;74;69;27;71;70;78;32;75;77;63;57;44;71;76;77;74;13;5;12;13;13
1998;231838;M. Wöber;Maximilian Wöber;23;189;82;Austria;74;80;6;1825;397;CB,LB;CB;FC Red Bull Salzburg;6000000;19000;10200000;CB;2024.0;39.0;2019;False;Fora;;;Esquerdo;Média;Alta;72;45;63;64;73;80;63;32;77;71;34;62;42;31;68;67;68;76;65;67;55;67;81;76;83;54;78;70;52;60;42;67;70;75;77;13;13;14;14;8
