;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
3565;219637;Cantero;Ander Cantero Armendariz;26;189;82;Spain;72;77;5;1292;416;GK;GK;SD Eibar;2700000;7000;4500000;GK;2024.0;1.0;2021;False;Fora;;;Esquerdo;Média;Média;71;74;67;73;59;72;19;12;18;35;13;22;25;12;38;21;61;57;69;61;58;50;67;45;75;14;24;22;16;33;25;43;12;12;19;71;74;67;72;73
3201;225149;J. Butez;Jean Butez;26;188;70;France;72;76;4;1218;404;GK;GK;Royal Antwerp FC;2500000;11000;3900000;GK;2024.0;1.0;2020;False;Fora;;;Direito;Média;Média;72;71;74;73;44;70;14;17;20;33;17;30;13;14;33;31;49;40;37;69;54;56;58;42;58;11;21;17;20;45;21;27;13;12;13;72;71;74;70;73
4543;227186;A. Batalla;Augusto Batalla;25;185;87;Argentina;71;76;5;1144;390;GK;GK;San Lorenzo de Almagro;2200000;7000;3500000;SUB;2023.0;1.0;2015;False;Fora;;;Direito;Média;Média;72;68;67;72;42;69;17;14;16;25;13;13;13;17;22;18;43;42;37;71;43;50;58;31;68;15;26;23;17;28;23;34;18;18;17;72;68;67;69;72
3878;224442;B. Kamara;Bingourou Kamara;24;196;92;Senegal;71;76;5;1107;387;GK;GK;RC Strasbourg Alsace;2300000;9000;4800000;RES;2023.0;30.0;2017;False;Fora;;;Direito;Média;Média;72;69;64;73;39;70;12;12;20;15;15;19;13;16;15;21;37;41;28;65;42;48;79;32;77;19;17;20;11;26;22;58;8;15;14;72;69;64;70;73
3315;219793;T. Didillon;Thomas Didillon;25;189;88;France;72;76;4;1183;410;GK;GK;KSV Cercle Brugge;2600000;7000;4000000;GK;2024.0;1.0;2020;False;Fora;;;Esquerdo;Média;Média;74;68;66;74;55;73;21;13;15;25;14;13;19;15;28;22;57;54;55;66;33;50;57;25;67;16;27;14;9;40;22;37;13;18;20;74;68;66;73;74
3135;216325;A. Gunn;Angus Gunn;25;196;77;England;72;76;4;1238;404;GK;GK;Norwich City;2600000;17000;5400000;SUB;2024.0;28.0;2021;False;Fora;;;Direito;Média;Média;73;70;69;74;49;69;14;15;14;32;19;20;20;15;41;27;48;49;40;67;42;52;64;31;66;17;28;22;14;51;25;49;20;16;14;73;70;69;69;74
4096;251292;F. Kastenmeier;Florian Kastenmeier;24;192;85;Germany;71;75;4;991;375;GK;GK;Fortuna Düsseldorf;2100000;10000;3500000;GK;2024.0;33.0;2019;False;Fora;;;Direito;Média;Média;73;67;70;73;25;67;10;6;14;15;5;12;14;14;19;18;26;25;21;69;28;53;57;25;68;9;16;20;8;42;12;32;12;10;13;73;67;70;67;73
3853;234999;Jean;Jean Paulo Fernandes Filho;25;188;90;Brazil;71;75;4;1084;391;GK;GK;Cerro Porteño;2000000;500;4500000;GK;2021.0;13.0;2021;False;Fora;;;Esquerdo;Média;Média;71;73;68;75;30;74;13;10;13;27;6;13;12;22;29;22;28;31;41;50;67;51;62;20;65;10;18;14;7;44;12;28;14;11;11;71;73;68;74;75
4265;219736;E. Horvath;Ethan Horvath;26;195;83;United States;71;75;4;1141;388;GK;GK;Nottingham Forest;2000000;22000;4000000;SUB;2024.0;1.0;2021;False;United States;RES;12.0;Direito;Média;Média;78;66;57;76;49;62;11;17;13;31;14;16;16;17;30;22;48;49;54;72;32;43;64;30;64;19;27;10;11;50;11;31;14;9;8;78;66;57;62;76
4385;224041;M. Schwäbe;Marvin Schwäbe;26;188;83;Germany;71;75;4;1306;403;GK;GK;1. FC Köln;2000000;13000;3800000;SUB;2024.0;20.0;2021;False;Fora;;;Direito;Média;Média;72;68;76;73;46;68;21;15;15;53;15;20;20;9;49;39;49;43;45;61;46;57;64;36;70;17;28;17;12;66;28;61;21;16;17;72;68;76;68;73
3880;224440;J. Pollersbeck;Julian Pollersbeck;26;195;87;Germany;71;75;4;1113;382;GK;GK;Olympique Lyonnais;2000000;25000;4000000;SUB;2024.0;30.0;2020;False;Fora;;;Direito;Média;Média;73;66;72;73;28;70;20;12;12;52;17;14;18;19;44;19;24;32;22;68;24;54;51;22;63;14;20;10;6;58;22;24;13;14;15;73;66;72;70;73
