;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
2054;236988;E. Nketiah;Eddie Nketiah;22;175;72;England;74;81;7;1714;369;ST;ST;Arsenal;8500000;56000;17900000;RES;2022.0;30.0;2016;False;Fora;;;Direito;Alta;Média;83;72;55;74;24;61;43;77;67;66;69;74;54;38;45;73;85;82;80;77;72;72;73;68;59;62;52;19;78;58;68;68;22;19;15;12;10;11;9;5
1681;241686;Manu Vallejo;Manuel Vallejo Galván;24;167;72;Spain;75;81;6;1928;401;ST,LM,CAM;ST;Valencia CF;9000000;29000;20700000;SUB;2024.0;21.0;2019;False;Fora;;;Direito;Alta;Média;74;76;68;77;43;63;68;78;69;71;66;77;70;75;57;74;75;74;79;75;90;78;68;76;65;72;41;25;77;69;76;69;41;47;45;7;14;8;11;10
880;215441;S. Guirassy;Serhou Guirassy;25;187;82;France;77;81;4;1911;403;ST;ST;Stade Rennais FC;15000000;46000;29600000;ST;2025.0;9.0;2020;False;Fora;;;Direito;Alta;Média;71;77;66;75;38;76;56;80;75;73;73;76;66;67;63;79;69;72;68;74;63;76;77;70;80;71;72;29;79;68;79;72;42;29;34;11;8;12;12;8
1854;223197;E. Ünal;Enes Ünal;24;187;78;Turkey;75;81;6;1889;398;ST;ST;Getafe CF;9000000;24000;20700000;ST;2025.0;10.0;2020;False;Fora;;;Direito;Alta;Média;68;77;64;76;36;77;56;75;73;74;74;77;68;63;47;76;69;67;73;73;71;85;80;68;83;72;70;29;74;65;80;68;34;33;24;8;14;8;13;13
1207;221714;A. Morelos;Alfredo Morelos;25;177;79;Colombia;76;81;5;1961;420;ST;ST;Rangers FC;11000000;51000;20600000;ST;2023.0;20.0;2017;False;Fora;;;Direito;Alta;Média;78;75;66;74;43;84;56;77;75;73;69;73;65;52;64;76;77;79;67;69;84;80;83;77;86;68;89;33;78;70;72;74;42;43;29;13;13;9;12;8
2272;253385;F. Viñas;Federico Viñas;23;180;88;Uruguay;74;81;7;1754;374;ST;ST;Club América;8500000;36000;16200000;SUB;2024.0;24.0;2019;False;Fora;;;Esquerdo;Alta;Média;74;75;54;68;25;78;34;76;75;65;69;64;47;51;50;71;73;75;68;71;79;78;78;73;83;69;70;20;80;58;69;73;14;22;26;6;8;6;12;14
2263;230084;L. Nmecha;Lukas Nmecha;22;185;80;Germany;74;81;7;1878;411;ST;ST;VfL Wolfsburg;8500000;43000;16200000;SUB;2025.0;10.0;2021;False;Fora;;;Direito;Média;Média;82;73;64;75;39;78;58;73;63;71;66;76;58;48;58;78;78;86;72;72;63;76;79;80;79;68;71;36;72;68;81;71;43;33;27;9;11;11;8;6
4215;240332;Brenner;Brenner Souza da Silva;21;175;70;Brazil;71;81;10;1698;362;ST;ST;FC Cincinnati;4200000;5000;6900000;ST;2022.0;9.0;2021;False;Fora;;;Direito;Alta;Baixa;77;70;62;75;26;52;54;75;69;72;64;76;51;60;52;73;74;79;76;67;75;63;66;63;51;65;35;22;77;64;66;68;22;20;17;13;6;9;14;8
2251;241496;T. Weah;Timothy Weah;21;183;66;United States;74;81;7;1889;407;ST,RM;ST;LOSC Lille;8500000;24000;17900000;SUB;2024.0;22.0;2019;False;United States;RES;21.0;Direito;Alta;Média;87;71;67;76;45;61;62;73;67;71;71;75;64;45;63;75;86;88;87;74;71;70;69;60;65;69;52;44;76;72;60;70;41;44;38;7;9;12;15;14
2225;238900;E. Demirović;Ermedin Demirović;23;185;80;Bosnia and Herzegovina;74;81;7;1777;384;ST;ST;SC Freiburg;8500000;23000;17000000;SUB;2024.0;11.0;2020;False;Fora;;;Direito;Média;Média;68;74;61;71;37;73;59;76;68;69;67;72;65;37;48;73;68;68;65;74;66;80;71;67;77;68;71;23;77;65;63;66;48;29;24;9;8;9;7;6
1841;231627;U. Sadiq;Umar Sadiq;24;192;75;Nigeria;75;81;6;1742;390;ST;ST;UD Almería;9000000;11000;16200000;ST;2025.0;9.0;2020;False;Fora;;;Direito;Alta;Média;83;75;57;72;30;73;49;80;73;68;65;74;61;41;45;75;80;85;65;68;45;79;79;69;87;63;42;19;71;59;71;64;37;20;19;11;9;13;11;9
1969;251892;Beto;Norberto Gomes Betuncal;23;194;88;Portugal;74;81;7;1678;369;ST;ST;Udinese;8500000;8000;0;SUB;2022.0;99.0;2019;True;Fora;;;Direito;Alta;Média;71;74;54;68;24;78;40;75;72;62;69;74;59;42;57;73;69;73;42;73;34;76;59;74;85;69;70;18;76;55;70;68;17;20;21;15;11;9;6;13
939;212623;Santi Mina;Santiago Mina Lorenzo;25;181;77;Spain;77;81;4;1992;419;ST,RW;ST;RC Celta;15000000;25000;32600000;ST;2024.0;22.0;2019;False;Fora;;;Direito;Alta;Baixa;75;77;69;77;49;72;73;79;76;71;74;77;69;55;65;78;72;78;75;77;70;78;81;73;71;72;69;55;81;68;67;69;39;46;49;9;8;14;8;15
3974;263230;M. Osmajić;Milutin Osmajić;21;185;76;Montenegro;71;81;10;1786;381;ST,LM,RM;ST;Cádiz CF;4200000;15000;10100000;RES;2024.0;29.0;2021;False;Fora;;;Direito;Média;Média;76;70;60;65;39;71;64;74;72;63;58;66;56;49;57;65;79;74;55;70;75;74;68;65;74;63;70;30;73;59;63;59;35;38;34;14;15;14;12;8
2166;254247;M. Mohamed;Mostafa Mohamed;23;185;78;Egypt;74;81;7;1815;388;ST;ST;Galatasaray SK;8500000;42000;18700000;SUB;2024.0;11.0;2019;False;Fora;;;Direito;Média;Média;70;75;57;69;38;79;52;76;81;64;65;69;65;47;50;73;67;72;65;65;62;80;90;75;86;72;63;38;77;57;64;64;33;31;27;13;7;8;14;7
3628;244832;S. Ferreira;Sebastián Ferreira;23;180;78;Paraguay;72;80;8;1712;362;ST,CF;ST;Club Libertad;5000000;900;12000000;SUB;2024.0;7.0;2019;False;Fora;;;Direito;Alta;Média;71;73;57;73;29;59;41;77;68;66;58;76;57;65;52;70;72;70;79;72;57;76;74;65;62;65;42;30;72;60;73;65;19;27;25;5;10;13;6;8
1167;212228;I. Toney;Ivan Toney;25;187;70;England;76;80;4;1949;410;ST;ST;Brentford;10500000;46000;21800000;ST;2025.0;17.0;2020;False;Fora;;;Direito;Alta;Alta;80;75;58;71;46;80;52;80;78;62;76;68;61;56;54;72;80;80;82;77;70;71;89;78;81;65;78;49;79;62;80;77;35;46;41;16;8;8;7;8
4524;238196;A. Sigurðsson;Arnór Sigurðsson;22;177;75;Iceland;71;80;9;1763;387;CF,CAM,LM;CF;Venezia FC;4200000;24000;0;SUB;2022.0;11.0;2018;True;Iceland;SUB;19.0;Direito;Alta;Baixa;76;68;67;73;41;62;67;71;39;72;68;73;56;39;69;73;75;77;76;68;71;67;69;71;59;67;57;42;70;68;40;64;45;39;32;8;7;10;7;11
2925;229188;V. Pavlidis;Vangelis Pavlidis;22;186;82;Greece;73;80;7;1859;398;ST,LW;ST;AZ Alkmaar;6000000;9000;10200000;ST;2025.0;9.0;2021;False;Greece;SUB;16.0;Direito;Alta;Média;75;73;57;71;42;80;58;76;73;60;63;72;65;44;54;72;74;76;70;67;70;74;82;83;82;71;70;24;75;55;65;66;44;42;37;13;11;10;13;14
1185;224540;E. Boateng;Emmanuel Boateng;25;175;70;Ghana;76;80;4;1934;415;ST;ST;Dalian YiFang FC;10500000;17000;17100000;ST;2022.0;21.0;2019;False;Fora;;;Direito;Média;Média;91;74;58;75;40;77;57;77;77;66;73;76;59;41;46;69;92;91;90;72;80;78;93;81;76;66;69;37;73;60;64;69;36;35;33;15;13;13;14;12
2154;235029;F. Chalov;Fedor Chalov;23;180;77;Russia;74;80;6;1795;385;ST;ST;PFC CSKA Moscow;6500000;34000;11700000;ST;2024.0;9.0;2015;False;Fora;;;Direito;Alta;Baixa;75;72;67;75;33;63;63;74;67;74;73;74;61;38;60;76;76;75;75;77;72;72;62;76;67;68;36;44;77;74;71;81;23;26;23;7;6;11;6;11
2807;193794;Villalibre;Asier Villalibre Molina;23;184;87;Spain;73;80;7;1806;390;ST;ST;Athletic Club de Bilbao;6000000;20000;13800000;RES;2023.0;20.0;2015;False;Fora;;;Esquerdo;Alta;Média;75;72;55;68;39;81;46;74;74;68;70;65;60;36;45;73;73;76;72;64;64;81;79;72;91;57;67;31;71;52;73;74;41;32;30;13;15;15;12;14
2535;241821;M. Bayo;Mohamed Bayo;23;188;76;Guinea;73;80;7;1715;365;ST;ST;Clermont Foot 63;6000000;15000;13200000;ST;2023.0;27.0;2018;False;Fora;;;Direito;Média;Média;72;75;60;73;25;60;57;77;63;63;71;75;69;51;46;75;72;72;69;74;55;76;59;62;68;69;38;23;75;66;73;72;24;19;16;14;14;5;11;14
1413;232381;Wesley;Wesley Moraes Ferreira da Silva;24;191;93;Brazil;76;80;4;1835;399;ST;ST;Club Brugge KV;11000000;54000;0;SUB;2022.0;7.0;2019;True;Fora;;;Direito;Média;Alta;66;76;67;70;38;82;58;74;76;72;74;71;57;49;68;77;54;76;53;73;45;84;70;64;91;72;83;37;77;71;69;76;35;37;15;12;13;14;8;6
2206;220715;E. Ponce;Ezequiel Ponce;24;180;80;Argentina;74;80;6;1827;389;ST;ST;Spartak Moscow;6500000;41000;11700000;SUB;2024.0;19.0;2019;False;Fora;;;Direito;Média;Média;77;73;60;74;37;68;59;76;75;65;67;74;68;57;50;73;78;76;75;73;76;76;79;74;74;65;45;29;75;57;66;70;39;30;28;12;16;7;7;6
2253;235866;C. Kouamé;Christian Kouamé;23;185;70;Côte d'Ivoire;74;80;6;1834;398;ST,CF;ST;RSC Anderlecht;6500000;39000;0;SUB;2022.0;99.0;2020;True;Fora;;;Direito;Alta;Média;83;71;63;77;39;65;58;76;74;70;66;79;52;45;58;77;81;84;76;69;65;72;94;63;70;60;50;36;76;66;61;68;34;35;32;15;13;6;7;14
1509;221014;Carlos Fernández;Carlos Fernández Luna;25;186;72;Spain;75;80;5;1769;384;ST,CAM;ST;Real Sociedad;8500000;29000;18500000;RES;2026.0;9.0;2021;False;Fora;;;Esquerdo;Média;Média;69;77;64;76;27;71;47;79;75;74;70;78;40;34;66;79;65;73;71;72;51;79;73;64;73;75;72;22;73;73;73;67;21;21;22;12;13;8;9;12
1729;257536;J. Kuchta;Jan Kuchta;24;184;80;Czech Republic;75;80;5;1883;403;ST;ST;SK Slavia Praha;8500000;950;18500000;ST;2024.0;16.0;2020;False;Fora;;;Direito;Alta;Alta;79;73;64;72;34;81;59;77;73;69;71;70;63;60;59;73;79;79;75;74;76;75;78;81;78;69;87;31;77;67;48;72;27;32;28;10;6;13;9;10
1701;237321;M. Berisha;Mergim Berisha;23;186;79;Germany;75;80;5;1885;406;ST;ST;Fenerbahçe SK;8500000;40000;16800000;SUB;2025.0;11.0;2021;False;Fora;;;Direito;Alta;Média;77;76;71;74;32;76;67;77;70;74;68;74;72;68;65;76;73;80;69;70;66;78;73;73;79;74;73;32;74;74;73;74;29;24;22;10;5;10;7;6
2085;239015;E. Dennis;Emmanuel Dennis;23;175;66;Nigeria;74;79;5;1875;403;ST,RW,LW;ST;Watford;6500000;41000;12800000;ST;2026.0;25.0;2021;False;Fora;;;Direito;Média;Baixa;88;72;60;77;38;68;67;73;74;64;66;76;62;41;58;74;91;85;88;77;80;78;94;71;63;68;68;13;69;54;56;67;38;45;27;13;7;11;11;13
2106;219932;A. Sanabria;Antonio Sanabria;25;181;73;Paraguay;74;79;5;1841;384;ST;ST;Torino;6500000;36000;11500000;RF;2025.0;19.0;2021;False;Fora;;;Direito;Alta;Média;73;72;70;75;32;62;67;75;74;73;67;73;73;64;63;77;72;74;82;73;75;74;77;65;71;65;32;21;78;72;69;75;42;20;15;8;14;9;14;13
3978;233795;B. Brereton Díaz;Ben Brereton Díaz;22;188;75;Chile;71;79;8;1801;400;LW,RW,ST;ST;Blackburn Rovers;4200000;25000;8800000;LW;2022.0;22.0;2019;False;Fora;;;Direito;Alta;Média;83;68;62;73;41;73;64;69;63;67;64;75;68;30;53;71;85;82;72;68;63;72;42;76;77;61;69;36;72;64;66;64;34;44;37;7;12;13;12;13
2186;231745;L. Dimata;Landry Dimata;23;185;81;Belgium;74;79;5;1856;401;ST;ST;RCD Espanyol;6500000;16000;14100000;ST;2024.0;18.0;2021;False;Fora;;;Direito;Alta;Alta;77;73;64;70;40;77;63;73;75;72;70;70;45;40;60;70;78;77;72;66;67;81;76;67;83;65;76;30;75;66;77;71;40;38;30;12;15;12;5;10
2188;230978;T. Awoniyi;Taiwo Awoniyi;23;183;85;Nigeria;74;79;5;1785;390;ST,RW;ST;1. FC Union Berlin;6500000;25000;12200000;ST;2024.0;14.0;2021;False;Fora;;;Direito;Alta;Média;78;73;60;71;32;76;57;76;71;71;64;72;55;35;56;69;79;77;70;73;70;78;79;66;80;65;77;33;72;53;68;63;25;27;23;10;7;9;8;10
2252;222041;L. Boyé;Lucas Boyé;25;183;79;Argentina;74;79;5;1889;410;ST,LW,CAM;ST;Elche CF;6500000;19000;14100000;ST;2026.0;9.0;2021;False;Fora;;;Direito;Alta;Baixa;73;72;61;78;47;79;60;74;72;63;65;81;65;36;57;78;72;73;71;71;68;73;75;68;85;68;78;50;73;67;66;67;43;45;38;14;7;11;15;7
4284;251105;D. Joveljić;Dejan Joveljić;21;181;75;Serbia;71;79;8;1775;377;ST;ST;LA Galaxy;4200000;5000;7100000;SUB;2022.0;99.0;2021;False;Fora;;;Direito;Média;Média;72;70;63;72;31;69;59;73;65;67;68;71;65;39;60;72;73;72;77;71;70;70;71;75;70;64;59;28;73;67;74;68;22;31;29;9;13;6;7;5
2361;241130;I. Ganago;Ignatius Ganago;22;179;82;Cameroon;74;79;5;1782;392;ST,RW,LW;ST;Racing Club de Lens;6500000;24000;13500000;ST;2024.0;9.0;2020;False;Fora;;;Direito;Alta;Média;82;74;58;76;34;68;62;76;65;66;60;76;59;40;54;75;81;83;78;67;79;79;68;69;76;69;48;45;75;48;66;70;39;17;14;9;10;8;8;13
1982;235970;Mario González;Mario González Gutiérrez;25;184;76;Spain;74;79;5;1705;367;ST,RM;ST;SC Braga;6500000;14000;13500000;SUB;2025.0;19.0;2021;False;Fora;;;Direito;Média;Média;72;73;62;74;22;64;66;78;73;64;71;75;44;38;59;74;69;74;73;70;68;75;73;73;68;68;41;16;82;69;39;69;18;15;18;5;15;15;6;13
3212;241522;J. Wind;Jonas Wind;22;190;82;Denmark;72;79;7;1840;393;ST,CF;ST;FC København;4800000;15000;7200000;ST;2025.0;23.0;2016;False;Denmark;SUB;19.0;Direito;Alta;Média;71;70;67;72;35;78;56;70;71;71;64;73;64;65;65;74;68;73;63;71;67;73;71;77;84;66;64;34;74;73;76;72;35;29;22;7;10;10;11;9
2446;243315;Dani Gómez;Daniel Gómez Alcón;22;178;69;Spain;73;79;6;1764;385;ST;ST;Levante UD;4900000;21000;11300000;RES;2025.0;21.0;2020;False;Fora;;;Direito;Média;Média;78;74;60;73;37;63;49;76;62;68;62;74;56;45;57;74;75;81;71;68;65;79;64;68;71;68;38;31;75;64;66;72;38;32;35;7;10;13;8;14
3283;235161;J. Maja;Josh Maja;22;181;77;Nigeria;72;78;6;1701;368;ST;ST;FC Girondins de Bordeaux;3800000;17000;8400000;SUB;2023.0;9.0;2019;False;Fora;;;Direito;Média;Baixa;76;71;62;73;28;58;51;73;65;73;62;74;62;44;56;74;74;77;68;74;71;70;56;62;65;68;38;14;74;64;65;74;33;22;23;14;8;15;5;7
3110;225668;K. Grant;Karlan Grant;23;182;70;England;72;78;6;1817;391;ST,LW,LM;ST;West Bromwich Albion;3700000;29000;7800000;LW;2026.0;18.0;2020;False;Fora;;;Direito;Média;Média;86;73;62;72;33;65;66;75;62;66;65;73;63;63;43;72;85;87;73;71;63;73;72;76;71;72;35;29;71;67;74;61;40;23;24;11;10;13;15;14
4013;232207;I. Šaponjić;Ivan Šaponjić;23;190;88;Serbia;71;78;7;1619;352;ST;ST;Atlético Madrid;3800000;27000;8600000;RES;2022.0;20.0;2019;False;Fora;;;Direito;Média;Baixa;71;71;48;65;31;66;30;73;71;60;59;63;64;28;46;70;69;72;65;70;44;75;71;58;77;68;47;31;73;46;65;66;18;33;24;14;11;6;10;8
3955;244797;P. Musa;Petar Musa;23;190;81;Croatia;71;78;7;1761;378;ST;ST;Boavista FC;3800000;650;0;ST;2022.0;9.0;2017;True;Fora;;;Direito;Média;Média;72;72;58;69;35;72;51;74;70;60;72;72;61;62;57;71;75;70;59;70;51;73;65;68;76;67;67;31;69;62;64;69;29;32;31;15;11;10;10;6
2453;237715;P. Cutrone;Patrick Cutrone;23;183;79;Italy;73;78;5;1718;367;ST;ST;Empoli;4700000;51000;0;ST;2022.0;9.0;2019;True;Fora;;;Direito;Alta;Média;72;71;55;71;29;69;48;76;73;64;70;70;66;42;44;73;69;74;68;72;74;72;74;66;72;60;62;14;78;56;68;72;36;20;18;10;7;7;10;5
4190;237256;J. Ebobisse;Jeremy Ebobisse;24;183;79;United States;71;78;7;1828;397;ST,RM;ST;San Jose Earthquakes;3800000;6000;6300000;ST;2024.0;11.0;2021;False;Fora;;;Esquerdo;Alta;Alta;86;66;63;69;34;79;60;68;72;67;68;67;56;42;63;68;85;87;80;68;74;70;83;81;83;58;67;32;75;66;55;64;24;35;28;7;7;12;6;14
3078;244391;F. Sakala;Fashion Sakala;24;178;72;Zambia;73;78;5;1826;394;ST,LW;ST;Rangers FC;4700000;38000;8800000;SUB;2025.0;30.0;2021;False;Fora;;;Direito;Alta;Baixa;88;76;57;74;31;68;59;78;68;62;60;74;53;49;48;72;89;87;79;64;77;82;90;80;66;73;53;35;71;58;68;69;20;29;28;12;7;11;11;13
3725;239373;Z. Flemming;Zian Flemming;22;185;84;Netherlands;72;78;6;1958;419;CAM,CM;ST;Fortuna Sittard;3800000;9000;6300000;CAM;2024.0;8.0;2020;False;Fora;;;Direito;Média;Média;72;73;67;71;56;80;56;74;68;71;59;69;72;67;68;75;69;74;67;71;69;76;71;81;80;71;80;46;75;70;68;72;58;59;50;13;7;7;8;9
2804;225539;D. Solanke;Dominic Solanke;23;187;80;England;73;78;5;1773;379;ST;ST;Bournemouth;4700000;27000;9300000;ST;2022.0;9.0;2019;False;Fora;;;Direito;Alta;Média;72;71;62;73;27;74;54;73;69;69;70;74;54;42;59;74;69;75;67;72;68;73;72;73;79;66;65;22;74;65;70;68;21;25;22;9;15;14;9;10
4513;230800;R. Manaj;Rey Manaj;24;182;76;Albania;71;78;7;1677;362;ST;ST;Spezia;3800000;62000;0;SUB;2022.0;54.0;2020;True;Fora;;;Direito;Média;Média;69;72;54;70;28;69;43;75;69;68;66;71;42;57;46;72;68;69;60;68;75;70;67;65;75;67;58;12;70;49;71;67;42;14;21;7;10;8;8;14
2033;219536;I. Pussetto;Ignacio Pussetto;25;180;74;Argentina;74;78;4;1732;376;ST,RM;ST;Udinese;6000000;45000;0;ST;2022.0;23.0;2020;True;Fora;;;Direito;Alta;Média;78;73;63;77;25;60;65;76;67;70;64;80;43;42;62;76;79;77;76;71;69;74;71;67;66;67;33;12;78;58;69;70;25;18;25;6;14;11;11;10
4324;233045;I. Ugbo;Iké Ugbo;22;185;73;England;71;78;7;1709;372;ST;ST;KRC Genk;3800000;10000;6500000;RES;2025.0;21.0;2021;False;Fora;;;Direito;Alta;Média;78;70;57;68;29;70;57;77;68;66;71;69;43;38;38;67;75;80;69;74;63;68;74;65;75;53;61;26;73;63;73;68;21;30;19;11;13;5;13;11
2344;223334;Joelinton;Joelinton Apolinário de Lira;24;186;81;Brazil;74;78;4;1854;404;ST,LM;ST;Newcastle United;6000000;32000;11900000;SUB;2024.0;7.0;2019;False;Fora;;;Direito;Média;Média;76;70;62;74;43;79;44;70;75;75;65;75;52;38;58;74;74;77;69;72;66;81;76;73;82;62;78;45;72;69;61;72;29;48;38;9;13;8;13;13
3263;234399;J. Eggestein;Johannes Eggestein;23;183;75;Germany;72;78;6;1799;381;ST,RW;ST;Royal Antwerp FC;3700000;15000;6300000;RES;2024.0;9.0;2021;False;Fora;;;Direito;Alta;Alta;70;71;67;75;37;61;66;74;68;71;70;74;63;42;68;76;76;65;76;72;71;72;71;72;64;65;37;37;73;68;66;71;44;24;20;14;10;8;7;15
2372;236498;S. Lammers;Sam Lammers;24;191;77;Netherlands;74;78;4;1810;388;ST;ST;Eintracht Frankfurt;6000000;35000;0;SUB;2022.0;9.0;2020;True;Fora;;;Esquerdo;Média;Média;75;75;61;77;34;66;58;77;72;67;66;80;65;45;43;75;76;75;78;71;66;72;72;71;70;74;49;36;74;71;77;73;37;21;19;13;12;5;8;15
2792;224301;K. Świderski;Karol Świderski;24;184;78;Poland;73;78;5;1761;376;ST;ST;PAOK;4700000;1000;10700000;ST;2024.0;9.0;2019;False;Poland;SUB;11.0;Esquerdo;Alta;Média;68;74;61;71;31;71;50;78;71;70;67;69;61;35;59;75;69;68;72;71;65;73;59;74;75;69;60;33;77;65;69;75;31;21;19;14;12;11;12;7
4542;251532;M. Elia;Meschack Elia;23;173;67;Congo DR;71;77;6;1799;394;ST,RM;ST;BSC Young Boys;3000000;11000;5100000;ST;2023.0;15.0;2020;False;Fora;;;Direito;Alta;Média;90;69;65;76;26;68;64;72;51;68;65;74;50;52;59;77;90;90;86;62;88;71;74;73;69;61;58;21;74;73;60;69;22;26;22;6;15;7;11;8
3205;229793;B. Tetteh;Benjamin Tetteh;23;193;91;Ghana;72;77;5;1645;371;ST;ST;Yeni Malatyaspor;3600000;11000;7300000;ST;2025.0;30.0;2021;False;Fora;;;Direito;Alta;Baixa;78;67;53;71;24;78;43;70;74;61;60;73;41;26;52;72;75;81;66;67;55;66;65;65;90;61;66;19;75;58;63;62;25;12;17;10;9;6;10;12
3939;233139;C. Itten;Cedric Itten;24;189;81;Switzerland;71;77;6;1738;376;ST,CAM;ST;SpVgg Greuther Fürth;3000000;29000;0;ST;2022.0;19.0;2020;True;Fora;;;Direito;Alta;Média;68;72;60;66;36;74;65;74;73;65;72;66;40;39;57;69;71;65;59;67;63;73;78;71;81;66;59;29;73;57;66;65;28;35;36;9;9;9;7;7
2489;235888;I. Cardona;Irvin Cardona;23;185;76;France;73;77;4;1782;375;ST;ST;Stade Brestois 29;4400000;15000;9100000;SUB;2023.0;14.0;2019;False;Fora;;;Direito;Alta;Alta;73;74;67;72;26;63;56;75;63;74;77;73;68;58;58;74;74;73;70;69;63;78;80;70;71;68;28;24;78;72;72;67;27;17;20;9;11;6;13;13
2926;240452;M. Nzola;M'Bala Nzola;24;185;82;France;73;77;4;1767;387;ST,RW;ST;Spezia;4400000;14000;8300000;RES;2024.0;18.0;2021;False;Fora;;;Esquerdo;Média;Média;86;70;59;68;29;75;52;74;70;68;60;68;62;44;62;71;83;89;65;69;60;70;71;69;86;62;58;29;74;49;70;71;20;24;28;12;14;6;13;15
3870;239361;D. de Wit;Dani de Wit;23;184;75;Netherlands;71;77;6;1948;412;CM,CAM;ST;AZ Alkmaar;2900000;7000;4900000;CAM;2024.0;10.0;2019;False;Fora;;;Direito;Alta;Alta;62;70;68;68;64;80;59;72;77;73;59;66;54;52;67;71;62;62;64;72;72;72;72;83;79;67;82;60;73;74;62;71;63;66;59;14;8;7;14;11
3821;242998;Klauss;João Klauss de Mello;24;190;84;Brazil;72;77;5;1772;385;ST;ST;Standard de Liège;3600000;22000;0;ST;2022.0;9.0;2017;True;Fora;;;Direito;Alta;Alta;65;72;63;66;35;84;58;72;77;67;67;67;46;57;62;70;62;67;58;71;43;78;64;82;89;67;77;27;74;66;75;71;38;26;22;11;5;7;7;13
3477;232225;J. Serra;Janni Serra;23;193;87;Germany;72;77;5;1626;360;ST;ST;DSC Arminia Bielefeld;3600000;17000;6800000;SUB;2025.0;23.0;2021;False;Fora;;;Esquerdo;Média;Alta;61;72;52;61;37;77;46;74;76;62;70;61;43;28;35;70;49;71;47;65;37;80;60;71;89;63;60;23;76;60;60;55;35;38;33;8;8;9;13;6
4000;252692;S. Nicholson;Shamar Nicholson;24;192;83;Jamaica;71;76;5;1683;365;ST;ST;Sporting de Charleroi;2900000;10000;4600000;ST;2023.0;10.0;2019;False;Fora;;;Direito;Média;Média;68;74;58;65;23;77;53;73;67;64;65;67;48;56;51;67;62;73;57;65;49;84;63;73;83;71;68;16;71;60;61;69;15;21;19;8;12;14;15;12
4404;242019;A. Lotti;Augusto Lotti;25;179;70;Argentina;71;76;5;1657;363;ST,LM;ST;Atlético Tucumán;2800000;9000;4400000;ST;2024.0;9.0;2019;False;Fora;;;Direito;Média;Média;76;71;55;72;26;63;49;76;67;64;53;71;55;34;41;74;71;80;72;65;68;70;58;66;70;66;45;19;72;60;66;63;19;23;26;9;13;11;13;11
4514;222352;A. Ajeti;Albian Ajeti;24;183;78;Switzerland;71;76;5;1751;373;ST;ST;Celtic;2900000;29000;5400000;SUB;2024.0;10.0;2020;False;Fora;;;Direito;Alta;Média;74;70;60;69;29;71;59;74;71;62;70;68;59;33;57;70;72;75;71;69;71;76;89;68;75;60;62;16;73;65;56;79;38;19;17;13;9;6;12;16
3144;233730;Y. Méïté;Yakou Méïté;25;185;82;Côte d'Ivoire;72;76;4;1910;407;ST,RM;ST;Reading;3300000;22000;6500000;RES;2023.0;11.0;2016;False;Fora;;;Esquerdo;Alta;Alta;79;73;56;64;49;86;63;73;79;55;70;68;64;55;48;54;77;81;78;69;60;83;87;84;87;65;87;35;75;55;71;68;43;57;40;6;7;13;11;10
3316;234640;B. Jatta;Bakery Jatta;23;184;79;Gambia;72;76;4;1798;404;RW,LW,RM;ST;Hamburger SV;3400000;11000;5700000;RW;2024.0;18.0;2016;False;Fora;;;Direito;Alta;Alta;86;70;64;71;38;75;70;71;55;67;59;75;57;49;54;67;84;87;69;62;62;77;61;80;78;64;63;30;74;68;61;70;33;43;35;6;11;8;9;9
3406;227558;J. Siebatcheu;Jordan Siebatcheu;25;190;87;United States;72;76;4;1736;369;ST;ST;BSC Young Boys;3300000;13000;5200000;ST;2024.0;17.0;2021;False;Fora;;;Direito;Média;Média;66;71;59;70;29;74;52;76;74;69;67;71;61;43;51;72;67;65;64;70;63;72;78;72;84;61;50;28;74;60;67;69;27;18;24;14;10;12;14;6
4410;233057;F. Troyansky;Franco Troyansky;24;178;77;Argentina;71;76;5;1874;393;ST,LM;ST;Club Atlas;2900000;9000;0;SUB;2022.0;22.0;2018;True;Fora;;;Esquerdo;Alta;Média;75;70;69;71;35;73;68;70;72;71;64;71;66;61;69;71;75;75;76;69;71;75;84;75;72;67;70;33;71;69;63;74;37;23;33;10;9;15;13;6
4397;260965;Fábio;Fábio Roberto Gomes Netto;24;193;81;Brazil;71;76;5;1693;375;ST;ST;New York Red Bulls;2900000;6000;4400000;ST;2023.0;9.0;2018;False;Fora;;;Direito;Alta;Alta;77;67;43;67;43;78;23;70;76;54;50;66;49;26;36;70;70;82;65;67;64;78;81;71;84;54;73;40;72;54;67;71;44;42;17;12;9;13;8;6
